ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3241109,indirect extraneous modulation,间接远系转调,,英,nan,2017-08-08
3241110,indirectum {Lat.},直咏的,,拉,nan,2017-08-08
3241111,Individualstil {Ger.},个人风格,,德,nan,2017-08-08
3241112,infinite canon,无终卡农,,英,nan,2017-08-08
3241113,inflection,起伏音调,,英,nan,2017-08-08
3241114,ingressa {Lat.},进堂咏,,拉,nan,2017-08-08
3241115,inharmonic note,和声外音；非和弦（弦）音,,英,nan,2017-08-08
3241116,inhurmonic relation,假关系,,英,nan,2017-08-08
3241117,initium {Lat.},启始句｛素歌｝；声调，发音调节,,拉,nan,2017-08-08
3241118,inner ear,内耳,,英,nan,2017-08-08
3241119,inner part,内声部,,英,nan,2017-08-08
3241120,inner voice,内声部,,英,nan,2017-08-08
3241121,Inners Ohr {Ger.},内耳,,德,nan,2017-08-08
3241122,innig {Ger.},由衷的,,德,nan,2017-08-08
3241123,Inno ambrosiano {It.},安布罗斯圣歌,,义,nan,2017-08-08
3241124,inno nazionale {It.},国歌,,义,nan,2017-08-08
3241125,inno {It.},赞美歌,,义,nan,2017-08-08
3241126,innocemment {Fr.},天真的,,法,nan,2017-08-08
3241127,innocente {It.},天真的；纯洁的,,义,nan,2017-08-08
3241128,inquiet {Fr.},不安的；不稳的,,法,nan,2017-08-08
3241129,inquieto {It.},不安的,,义,nan,2017-08-08
3241130,inständig {Ger.},迫切的,,德,nan,2017-08-08
3241131,instante {It.},急切的；紧迫的,,义,nan,2017-08-08
3241132,instruction musicale {Fr.},音乐教育,,法,nan,2017-08-08
3241133,instrument à anche {Fr.},簧乐器,,法,nan,2017-08-08
3241134,instrumént à cordes frappées {Fr.},击弦乐器,,法,nan,2017-08-08
3241135,instrument à cordes {Fr.},弦乐器,,法,nan,2017-08-08
3241136,Instrument à percussion {Fr.},击乐器,,法,nan,2017-08-08
3241137,instrument à vent en bois {Fr.},木管乐器,,法,nan,2017-08-08
3241138,instrument à vent {Fr.},管乐器,,法,nan,2017-08-08
3241139,instrument de musique électronique {Fr.},电子乐器,,法,nan,2017-08-08
3241140,instrument {Fr.},乐器,,英˙法,nan,2017-08-08
3241141,instrumental music,器乐,,英,nan,2017-08-08
3241142,Instrumentalmusik {Ger.},器乐,,德,nan,2017-08-08
3241143,instrumentation {Fr.},乐器学；配器法；乐器法,,英˙法,nan,2017-08-08
3241144,Instrumente {Ger.},乐器,,德,nan,2017-08-08
3241145,Instrumentenkunde {Ger.},乐器学；配器法,,德,nan,2017-08-08
3241146,Instrumentierung {Ger.},配器法,,德,nan,2017-08-08
3241147,instrumento {It.},乐器,,义,nan,2017-08-08
3241148,instruments à clavier{Fr.},键盘乐器,,法,nan,2017-08-08
3241149,instruments de cuivre {Fr.},铜管乐器,,法,nan,2017-08-08
3241150,instruments {Fr.},乐器,,法,nan,2017-08-08
3241151,intavolatura {It.},改编曲,,义,nan,2017-08-08
3241152,integer valor {Lat.},正常音值,,拉,nan,2017-08-08
3241153,intellectual property,智慧财产权,,英,nan,2017-08-08
3241154,Intendant {Ger.},歌剧院经理人,,德,nan,2017-08-08
3241155,intendente {Sp.},歌剧院经理人,,西,nan,2017-08-08
3241156,intensité sonore {Fr.},音强,,法,nan,2017-08-08
3241157,intensity,强度,,英,nan,2017-08-08
3241158,intensity of sound,音之强度,,英,nan,2017-08-08
3241159,interal ear,内耳,,英,nan,2017-08-08
3241160,intercepted fifth,遮断五度,,英,nan,2017-08-08
3241161,intercepted octave,遮断八度,,英,nan,2017-08-08
3241162,interchange of modes,调式交替,,英,nan,2017-08-08
3241163,interconnection of chords,和弦（弦）连结法,,英,nan,2017-08-08
3241164,interepido {It.},英勇的,,义,nan,2017-08-08
3241165,interference,干扰,,英,nan,2017-08-08
3241166,interférence {Fr.},干扰,,法,nan,2017-08-08
3241167,Interferenz {Ger.},干扰,,德,nan,2017-08-08
3241168,interferenza {It.},干扰,,义,nan,2017-08-08
3241169,interlude,间奏；插句,,英,nan,2017-08-08
3241170,interludium {Lat.},间奏；插句,,拉,nan,2017-08-08
3241171,intermède {Fr.},间奏曲,,法,nan,2017-08-08
3241172,intermedia,集艺手法,,英,nan,2017-08-08
3241173,intermedio {It.},间奏曲,,义,nan,2017-08-08
3241174,intermedium {Lat.},间奏曲,,拉,nan,2017-08-08
3241175,intermezzo {It.},间奏曲；幕间剧；幕间曲；间奏,,义,nan,2017-08-08
3241176,intermittence tone,间歇音,,英,nan,2017-08-08
3241177,Intermittenztion {Ger.},间歇音,,德,nan,2017-08-08
3241178,Intermodalität {Ger.},交感性,,德,nan,2017-08-08
3241179,intermodalité {Fr.},交感性,,法,nan,2017-08-08
3241180,intermodality,交感性,,英,nan,2017-08-08
3241181,International Association of Music Libraries (IAML),国际音乐资料档案协会,,英,nan,2017-08-08
3241182,international pitch,国际音高,,英,nan,2017-08-08
3241183,International Society for Contemporary Music [ISCM],国际现代音乐协会,,英,nan,2017-08-08
3241184,International Society of Music Education (ISME),国际音乐教育学会,,英,nan,2017-08-08
3241185,Internationale Gesellschaft Für Neue Musik (IGNM) {Ger.},国际现代音乐协会,,德,nan,2017-08-08
3241186,interpolation of bar,插入小节,,英,nan,2017-08-08
3241187,interpolation of beat,插入拍,,英,nan,2017-08-08
3241188,interpretation {Ger.},诠释,,英˙德,nan,2017-08-08
3241189,interpretazione {It.},诠释,,义,nan,2017-08-08
3241190,interpreter,诠释者,,英,nan,2017-08-08
3241191,interrupted cadence,假终止,,英,nan,2017-08-08
3241192,interrupted imitation,间歇模仿,,英,nan,2017-08-08
3241193,intertone,中间音,,英,nan,2017-08-08
3241194,interval,音程,,英,nan,2017-08-08
3241195,Intervall {Ger.},音程,,德,nan,2017-08-08
3241196,intervalle augmenté {Fr.},增音程,,法,nan,2017-08-08
3241197,intervalle chromatique {Fr.},变化音程,,法,nan,2017-08-08
3241198,intervalle complémantaire {Fr.},转位音程,,法,nan,2017-08-08
3241199,intervalle composé,复音程,,法,nan,2017-08-08
3241200,intervalle consonant imparfaite {Fr.},不完全协和音程,,法,nan,2017-08-08
3241201,intervalle consonant {Fr.},协和音程,,法,nan,2017-08-08
3241202,intervalle diatonique {Fr.},自然音程,,法,nan,2017-08-08
3241203,Intervalle diminué {Fr.},减音程,,法,nan,2017-08-08
3241204,intervalle dissonant {Fr.},不协和音程,,法,nan,2017-08-08
3241205,intervalle harmonique {Fr.},和声音程,,法,nan,2017-08-08
3241206,intervalle juste {Fr.},完全音程,,法,nan,2017-08-08
3241207,intervalle majeur {Fr.},大音程,,法,nan,2017-08-08
3241208,intervalle mineure {Fr.},小音程,,法,nan,2017-08-08
3241209,intervalle mort {Fr.},死音程,,法,nan,2017-08-08
3241210,intervalle {Fr.},音程,,法,nan,2017-08-08
3241211,intervallo armonico {It.},和声音程,,义,nan,2017-08-08
3241212,intervallo aumentato {It.},增音程,,义,nan,2017-08-08
3241213,intervallo complementare {It.},转位音程,,义,nan,2017-08-08
3241214,Intervallo composto {Ger.},复音程,,义,nan,2017-08-08
3241215,intervallo consonante imperfetta {It.},不完全协和音程,,义,nan,2017-08-08
3241216,intervallo consonante {It.},协和音程,,义,nan,2017-08-08
3241217,intervallo cromatico {It.},变化音程,,义,nan,2017-08-08
3241218,intervallo diatonico {It.},自然音程,,义,nan,2017-08-08
3241219,Intervallo diminuito,减音程,,义,nan,2017-08-08
3241220,intervallo dissonante {It.},不协和音程,,义,nan,2017-08-08
3241221,intervallo giusto {It.},完全音程,,义,nan,2017-08-08
3241222,intervallo maggiore {It.},大音程,,义,nan,2017-08-08
3241223,intervallo minore {It.},小音程,,义,nan,2017-08-08
3241224,intervallo morto {It.},死音程,,义,nan,2017-08-08
3241225,intervallo {It.},音程,,义,nan,2017-08-08
3241226,intonatio {Lat.},启始句｛素歌｝；声调，发音调节,,拉,nan,2017-08-08
3241227,intonation,启始句｛素歌｝；声调，发音调节；音准,,英,nan,2017-08-08
3241228,Intonation formula,启始句｛素歌｝；声调，发音调节,,英,nan,2017-08-08
3241229,intonation juste {Fr.},纯律,,法,nan,2017-08-08
3241230,intonazione {It.},提示曲；音准,,义,nan,2017-08-08
3241231,intoning,单音咏唱,,英,nan,2017-08-08
3241232,intrada {It.},开场乐,,义˙英,nan,2017-08-08
3241233,intrepido {It.},大胆的,,义,nan,2017-08-08
3241234,introduction,导奏,,英,nan,2017-08-08
3241235,introduction {Fr.},导奏,,英˙法,nan,2017-08-08
3241236,introduzione {It.},导奏,,义,nan,2017-08-08
3241237,introit,进堂咏,,英,nan,2017-08-08
3241238,introït {Fr.},进堂咏,,法,nan,2017-08-08
3241239,Introitus {Ger.},进堂咏,,德,nan,2017-08-08
3241240,introitus {Lat.},进堂咏,,拉,nan,2017-08-08
3241241,Inventio {Lat.},创意曲,,拉,nan,2017-08-08
3241242,Invention {Ger.}{Fr.},创意曲,,英˙法˙德,nan,2017-08-08
3241243,Inventionshorn {Ger.},创意号,,德,nan,2017-08-08
3241244,Inventiontrompete {Ger.},创意小号,,德,nan,2017-08-08
3241245,Invenzione {It.},创意曲,,义,nan,2017-08-08
3241246,inversion,转位；反向,,英,nan,2017-08-08
3241247,inversion of chord,和弦（弦）转位,,英,nan,2017-08-08
3241248,inversion of interval,音程转位,,英,nan,2017-08-08
3241249,inverted cadence,转位终止,,英,nan,2017-08-08
3241250,inverted canon,反向卡农,,英,nan,2017-08-08
3241251,inverted chord,转位和弦,,英,nan,2017-08-08
3241252,inverted dotting,逆附点,,英,nan,2017-08-08
3241253,inverted fugue,转位复格,,英,nan,2017-08-08
3241254,inverted interval,转位音程,,英,nan,2017-08-08
3241255,inverted mordent,逆涟音,,英,nan,2017-08-08
3241256,inverted organ point,转位持续音,,英,nan,2017-08-08
3241257,inverted pedal note,转位持续音,,英,nan,2017-08-08
3241258,inverted subject,反向主题,,英,nan,2017-08-08
3241259,inverted turn,逆回音,,英,nan,2017-08-08
3241260,invertible canon,转位卡农,,英,nan,2017-08-08
3241261,invertible counterpoint,转位对位,,英,nan,2017-08-08
3241262,Inzidenzmusik {Ger.},配乐,,德,nan,2017-08-08
3241263,ioculator {Lat.},乐师,,拉,nan,2017-08-08
3241264,ionian mode,艾奥尼安调式,,英,nan,2017-08-08
3241265,ionian scale,艾奥尼安音阶,,英,nan,2017-08-08
3241266,Ionisch {Ger.},艾奥尼安调式,,德,nan,2017-08-08
3241267,ippaki-ni {Fr.},鹿笛,,法,nan,2017-08-08
3241268,Ipuhula,伊普葫,,英,nan,2017-08-08
3241269,iratamente {It.},愤怒的,,义,nan,2017-08-08
3241270,Irish harp,爱尔兰竖琴,,英,nan,2017-08-08
3241271,irregular accent,不规则强音,,英,nan,2017-08-08
3241272,irregular answer,不规则答句,,英,nan,2017-08-08
3241273,irregular meter,变化拍子,,英,nan,2017-08-08
3241274,irregular resolution,不规则解决,,英,nan,2017-08-08
3241275,irregular rhythm,不规则节奏,,英,nan,2017-08-08
3241276,irregular rondo,不规则轮旋曲,,英,nan,2017-08-08
3241277,irregular sequence,不规则模进,,英,nan,2017-08-08
3241278,irregular time,变化拍子,,英,nan,2017-08-08
3241279,isolated entry,孤立进入,,英,nan,2017-08-08
3241280,isomelic,同旋律,,英,nan,2017-08-08
3241281,isomelico {It.},同旋律,,义,nan,2017-08-08
3241282,isomélique {Fr.},同旋律,,法,nan,2017-08-08
3241283,Isomelisch {Ger.},同旋律,,德,nan,2017-08-08
3241284,Isomelodisch {Ger.},同旋律,,德,nan,2017-08-08
3241285,isometric,等节拍,,英,nan,2017-08-08
3241286,Isometrisch {Ger.},等节拍,,德,nan,2017-08-08
3241287,isorhythm,同节奏,,英,nan,2017-08-08
3241288,Isorhythmisch {Ger.},同节奏,,德,nan,2017-08-08
3241289,isosyllabic,同音节,,英,nan,2017-08-08
3241290,Isosyllabisch {Ger.},同音节,,德,nan,2017-08-08
3241291,istanpitta {It.},中世纪舞乐,,义,nan,2017-08-08
3241292,istruzione musicale {It.},音乐教育,,义,nan,2017-08-08
3241293,Italian overture,义大利式序曲,,英,nan,2017-08-08
3241294,Italian sixth,义大利增六和弦,,英,nan,2017-08-08
3241295,Italienische Ouvertüre {Ger.},义大利式序曲,,德,nan,2017-08-08
3241296,Italienische Sexte {Ger.},义大利增六和弦,,德,nan,2017-08-08
3241297,Ivrea Codex {Lat.},伊夫里亚手抄本,,拉,nan,2017-08-08
3241298,jabo {Sp.},哈布舞曲,,西,nan,2017-08-08
3241299,jácara {Sp.}{Port.},哈卡拉舞曲,,西˙葡,nan,2017-08-08
3241300,jack,动力杆｛钢琴｝；插孔｛电子乐器｝；插头；插座,,英,nan,2017-08-08
3241301,Jagdhorn {Ger.},猎号,,德,nan,2017-08-08
3241302,Jagdoboe {Ger.},狩猎双簧管,,德,nan,2017-08-08
3241303,Jägerlied {Ger.},猎歌,,德,nan,2017-08-08
3241304,jaleadas {Sp.},哈雷阿达斯舞曲,,西,nan,2017-08-08
3241305,jaleo {Sp.},哈莱欧舞曲,,西,nan,2017-08-08
3241306,Jalousieschweller {Ger.},强弱音踏板（管风琴）,,德,nan,2017-08-08
3241307,Jaltarang,排碗｛印度｝,,印度,nan,2017-08-08
3241308,jam session,余兴乐；即兴演奏,,英,nan,2017-08-08
3241309,janissary music,土耳其军乐｛奥图曼时期｝,,英,nan,2017-08-08
3241310,janissasry stop,土耳其军乐音栓,,英,nan,2017-08-08
3241311,Janitscharenmusik {Ger.},土耳其兵军乐,,德,nan,2017-08-08
3241312,Janitscharenzug {Ger.},土耳其军乐音栓,,德,nan,2017-08-08
3241313,janizary music,土耳其军乐｛奥图曼时期｝,,英,nan,2017-08-08
3241314,Janko keyboard,杨柯键盘,,英,nan,2017-08-08
3241315,Janko Klaviatur {Ger.},杨柯键盘,,德,nan,2017-08-08
3241316,Japanese fiddle,日本胡琴,,英,nan,2017-08-08
3241317,jarabe {Sp.},哈拉贝舞曲｛墨｝,,西,nan,2017-08-08
3241318,jarana {Sp.},哈拉纳舞曲｛墨｝；哈拉纳琴｛墨｝,,西,nan,2017-08-08
3241319,Jaw's harp,口簧琴,,英,nan,2017-08-08
3241320,jazz,爵士音乐,,英,nan,2017-08-08
3241321,jazz guitar,爵士吉他,,英,nan,2017-08-08
3241322,jedina,杰第纳口笛,,英,nan,2017-08-08
3241323,jeté {Fr.},抛弓,,法,nan,2017-08-08
3241324,jeu d'anche{Fr.},簧管音栓,,法,nan,2017-08-08
3241325,jeu d'orgue {Fr.},风琴音栓,,法,nan,2017-08-08
3241326,jeu de timbres {Fr.},键盘高音铁琴,,法,nan,2017-08-08
3241327,jeu liturgique {Fr.},仪式剧,,法,nan,2017-08-08
3241328,jeu parti {Fr.},对论诗歌,,法,nan,2017-08-08
3241329,jeu {Fr.},音栓,,法,nan,2017-08-08
3241330,Jeudi saint {Fr.},圣周四,,法,nan,2017-08-08
3241331,jeune France {Fr.},青年法国,,法,nan,2017-08-08
3241332,"Jeune France, la {Fr.}",青年法国,,法,nan,2017-08-08
3241333,jeux à bouche {Fr.},直笛音栓,,法,nan,2017-08-08
3241334,jeux de mutation {Fr.},变音音栓｛管风琴｝,,法,nan,2017-08-08
3241335,jew's harp,口簧琴,,英,nan,2017-08-08
3241336,Jewish music,犹太音乐,,英,nan,2017-08-08
3241337,Jig,吉格舞曲,,英,nan,2017-08-08
3241338,Jingle,铃,,英,nan,2017-08-08
3241339,Jingles,串铃,,英,nan,2017-08-08
3241340,jingling Johnny,塔架铃｛土耳其｝,,英,nan,2017-08-08
3241341,Jodel {Ger.},真假声互换唱法；悠得尔唱法,,德,nan,2017-08-08
3241342,jodelling,悠得尔唱法,,英,nan,2017-08-08
3241343,jogleor {Fr.},乐师,,法,nan,2017-08-08
3241344,jongleur {Fr.},乐师,,法,nan,2017-08-08
3241345,joropo {Sp.},霍洛波舞曲,,西,nan,2017-08-08
3241346,jota {Sp.},荷他舞曲,,西,nan,2020-05-25
3241347,jubelnd {Ger.},兴高采烈,,德,nan,2017-08-08
3241348,jubilus {Lat.},高兴的,,拉,nan,2017-08-08
3241349,jug band {Amer.},酒壶乐队,,美,nan,2017-08-08
3241350,jukebox,点唱机,,英,nan,2017-08-08
3241351,Jungle style,丛林风格,,英,nan,2017-08-08
3241352,just intonation,纯律,,英,nan,2017-08-08
3241353,just relation,纯正关系,,英,nan,2017-08-08
3241354,justamente {Sp.},精确的,,西,nan,2017-08-08
3241355,Kacapi {Id.},卡查比琴,,印尼,nan,2017-08-08
3241356,Kadenz {Ger.},装饰乐段,,德,nan,2017-08-08
3241357,Kâla'au,卡拉奥,,英,nan,2017-08-08
3241358,kalamos {Gr.},卡拉姆斯管,,希,nan,2017-08-08
3241359,kalevala {Fin.},卡列瓦拉,,芬兰,nan,2017-08-08
3241360,Kalinda,卡连达舞曲,,西,nan,2017-08-08
3241361,Kamânche {Ir.},卡曼杰琴,,伊朗,nan,2017-08-08
3241362,Kamarinskaya {Rus.},卡马林斯卡亚舞曲,,俄,nan,2017-08-08
3241363,Kammerkantate {Ger.},世俗清唱剧；世俗康塔塔,,德,nan,2017-08-08
3241364,Kammerkomponist {Ger.},宫廷作曲家；荣誉音乐家,,德,nan,2017-08-08
3241365,Kammerkonzert {Ger.},室内协奏曲；室内音乐会,,德,nan,2017-08-08
3241366,Kammermusik {Ger.},室内乐,,德,nan,2017-08-08
3241367,Kammeroper {Ger.},室内歌剧,,德,nan,2017-08-08
3241368,Kammerorchester {Ger.},室内管弦（弦）乐团；室内合奏团,,德,nan,2017-08-08
3241369,Kammersänger {Ger.},宫廷歌手；荣誉歌手,,德,nan,2017-08-08
3241370,Kammerstil {Ger.},室内乐风格,,德,nan,2017-08-08
3241371,Kammersymphonie {Ger.},室内交响曲,,德,nan,2017-08-08
3241372,Kammerton {Ger.},室内音高,,德,nan,2017-08-08
3241373,Kanno {Ger.},卡农,,德,nan,2017-08-08
3241374,Kanon im Einklang {Ger.},同度卡农,,德,nan,2017-08-08
3241375,Kanon in gerader Bewegung {Ger.},平行卡农,,德,nan,2017-08-08
3241376,Kanon in rückgängiger Bewegung {Ger.},逆行卡农,,德,nan,2017-08-08
3241377,Kanon {Ger.},卡农,,德,nan,2017-08-08
3241378,Kantate {Ger.},清唱剧；康塔塔,,德,nan,2017-08-08
3241379,Kantele {Fin.},康特雷琴,,芬兰,nan,2017-08-08
3241380,Kantor {Ger.},领唱者,,德,nan,2017-08-08
3241381,Kantorei {Ger.},歌者,,德,nan,2017-08-08
3241382,Kanzonette {Ger.},短歌；小曲,,德,nan,2017-08-08
3241383,Kapelle {Ger.},小教堂；圣歌队；宫廷音乐组合,,德,nan,2017-08-08
3241384,Kapellmeister {Ger.},乐长,,德,nan,2017-08-08
3241385,Kapellmeistermusik {Ger.},乐长音乐,,德,nan,2017-08-08
3241386,karaoke,卡拉OK,,英,nan,2017-08-08
3241387,Karwoche {Ger.},圣周,,德,nan,2017-08-08
3241388,Kash,鼻笛,,德,nan,2017-08-08
3241389,Kassation {Ger.},轻组曲,,德,nan,2017-08-08
3241390,Kastagnetten {Ger.},响板,,德,nan,2017-08-08
3241391,Kastrat {Ger.},阉歌手,,德,nan,2017-08-08
3241392,Kathak {In.},卡塔克舞,,印度,nan,2017-08-08
3241393,Kathakali {In.},卡塔卡利舞,,印度,nan,2017-08-08
3241394,Kaval {Tur.},卡瓦尔笛,,土耳其,nan,2017-08-08
3241395,Kavatine {Ger.},抒情短歌；短曲,,德,nan,2017-08-08
3241396,Kayagumu,伽耶琴（韩国）,,韩,nan,2017-08-08
3241397,kazachok,卡沙乔克舞曲,,乌克兰,nan,2017-08-08
3241398,kazoo,卡祖｛英美民间膜笛｝,,英,nan,2017-08-08
3241399,Kã’eke’ek {Amer.},捣奏竹筒｛夏威夷｝,,美,nan,2017-08-08
3241400,Kecak Ketjak,克查舞（印尼）,,印尼,nan,2017-08-08
3241401,keck {Ger.},冒失的,,德,nan,2017-08-08
3241402,keen,爱尔兰挽歌,,英,nan,2017-08-08
3241403,Kehlkopt {Ger.},喉头,,德,nan,2017-08-08
3241404,Kehlton {Ger.},喉音,,德,nan,2017-08-08
3241405,Kehrreim {Ger.},重现句；叠句；副歌；重现段,,德,nan,2017-08-08
3241406,keman {Tur.},小提琴,,土耳其,nan,2017-08-08
3241407,kemanak,克马纳克鼓（印尼）,,印尼,nan,2017-08-08
3241408,kemençe,克曼且琴（土耳其）,,土耳其,nan,2017-08-08
3241409,kena,克纳笛,,英,nan,2017-08-08
3241410,kenong,克隆锣（印尼）,,印尼,nan,2017-08-08
3241411,Kent bugle,肯特步号,,英,nan,2017-08-08
3241412,Kent horn,肯特号,,英,nan,2017-08-08
3241413,keraulophon {Ger.},角管声音栓（管风琴）,,德,nan,2017-08-08
3241414,Kernton {Ger.},核心音,,德,nan,2017-08-08
3241415,kettledrums,锅形鼓；定音鼓,,英,nan,2017-08-08
3241416,key,调；键,,英,nan,2017-08-08
3241417,key bugle,有键步号,,英,nan,2017-08-08
3241418,key characteristics,调性特色,,英,nan,2017-08-08
3241419,key relationship,调关系,,英,nan,2017-08-08
3241420,key signature,调号,,英,nan,2017-08-08
3241421,key trumpet,有键小号,,英,nan,2017-08-08
3241422,key with flats,降号调,,英,nan,2017-08-08
3241423,key with sharps,升号调,,英,nan,2017-08-08
3241424,key-note,主音,,英,nan,2017-08-08
3241425,key-signature,调号,,英,nan,2017-08-08
3241426,keyboard,键盘；键盘乐器,,英,nan,2017-08-08
3241427,keyboard harmony,键盘和声学,,英,nan,2017-08-08
