ID,英文詞彙,中文詞彙,藥理分類,審定日期,更新日期
21378169,lovastatin,蚝菇脂汀,Lipid modifying agents：HMG-CoA reductase inhibitors,114.5.27,2026-05-11
21378170,medrysone,甲羟孕酮,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378171,menotrophin,尿促性素,Agents Related to Pituitary and Hypothalamic Function: Anterior Pituitary Hormones,114.5.27,2026-05-11
21378172,menotropin,尿促性素,Agents Related to Pituitary and Hypothalamic Function: Anterior Pituitary Hormones,114.5.27,2026-05-11
21378173,methylhydroxyprogesterone,甲羟孕酮,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378174,methylprednisolone,甲抗炎醇；甲去氢皮质醇,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378175,methylprednisolone aceponate,甲抗炎醇丙乙二酸酯；甲去氢皮质醇丙乙二酸酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378176,methylprednisolone acetate,甲抗炎醇乙酸酯；甲去氢皮质醇乙酸酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378177,methylprednisolone hemisuccinate,甲抗炎醇琥珀酸酯；甲去氢皮质醇丁二酸酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378178,methylprednisolone succinate,甲抗炎醇琥珀酸酯；甲去氢皮质醇丁二酸酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378179,methylprednisolone suleptanate,甲抗炎醇磺庚酸酯；甲去氢皮质醇庚酸酯磺酸钠盐,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378180,mometasone furoate,氯甲氯抑炎醇糠酸酯；氯代羟甲氯去氢皮质醇糠酸酯,Adrenal Corticosteroids：Methasone-type (16-methylated),114.5.27,2026-05-11
21378181,nicametate,烟碱酸乙胺酯,Nicotinic acid and derivatives,114.5.27,2026-05-11
21378182,nicomol,烟酸甲醇酯；烟碱酸羟环己四甲酯,Lipid modifying agents：Nicotinic acid and derivatives,114.5.27,2026-05-11
21378183,nicorandil,硝乙烟碱醯胺,Nicotinic acid and derivatives,114.5.27,2026-05-11
21378184,oxylone acetate,氟甲去羟抑炎醇酯；氟甲去氢去羟皮质醇乙酸酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378185,oxytocin,催产素；催产肽,Agents Related to Pituitary and Hypothalamic Function: Posterior Pituitary Hormones,114.5.27,2026-05-11
21378186,pitavastatin,批伐脂汀；环丙氟喹烯脂汀,Lipid modifying agents：HMG-CoA reductase inhibitors,114.5.27,2026-05-11
21378187,prasugrel,环丙氟苄噻吩啶,Antithrombotic agents：Platelet aggregation inhibitors,114.5.27,2026-05-11
21378188,pravastatin,羟裂蚝菇脂汀,Lipid modifying agents：HMG-CoA reductase inhibitors,114.5.27,2026-05-11
21378189,prebediolone acetate,前皮质醇乙酸酯；羟氢异孕酮乙酸酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378190,prednicarbate,抗炎醇碳丙酸二酯；去氢皮质醇碳丙酸二酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378191,prednisolone,抗炎醇；去氢皮质醇,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378192,prednisone,抗炎酮；去氢皮质酮,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378193,probucol,丙双硫二丁酚,Lipid modifying agents：Other lipid modifying agents,114.5.27,2026-05-11
21378194,rivaroxaban,利伐抑凝因,Antithrombotic agents：Direct factor Xa inhibitors,114.5.27,2026-05-11
21378195,rosuvastatin,扰伐脂汀；磺胺氟嘧烯脂汀,Lipid modifying agents：HMG-CoA reductase inhibitors,114.5.27,2026-05-11
21378196,simvastatin,甲蚝菇脂汀,Lipid modifying agents：HMG-CoA reductase inhibitors,114.5.27,2026-05-11
21378197,sulfasalazine,磺胺柳二亚胺,Anti-rheumatic Agents：Disease-Modifying Antirheumatic Drugs (DMARDs),114.5.27,2026-05-11
21378198,tedelparin,达低肝素,Antithrombotic agents：Heparin group,114.5.27,2026-05-11
21378199,terlipressin,三甘离升压肽,Agents Related to Pituitary and Hypothalamic Function: Posterior Pituitary Hormones,114.5.27,2026-05-11
21378200,ticagrelor,剔革凝落,Antithrombotic agents：Platelet aggregation inhibitors,114.5.27,2026-05-11
21378201,ticlopidine,氯苄噻吩啶,Antithrombotic agents：Platelet aggregation inhibitors,114.5.27,2026-05-11
21378202,tirofiban,磺醯抑纤凝；磺醯哌酪胺酸,Antithrombotic agents：Platelet aggregation inhibitors,114.5.27,2026-05-11
21378203,tixocortol,硫代皮质醇,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378204,tocilizumab,妥熄拟单抗,Anti-rheumatic Agents：Biological DMARDs,114.5.27,2026-05-11
21378205,triamcinolone acetonide,羟抑炎醇缩丙酮；氟羟去氢皮质醇缩丙酮,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378206,triamcinolone aminobenzal benzamidoisobutyrate,羟抑炎醇缩醛苯醯胺酯；氟羟去氢皮质醇胺苯缩甲醛苯醯胺酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378207,triamcinolone benetonide,羟抑炎醇缩酮苯醯胺酯；氟羟去氢皮质醇缩丙酮苯醯胺酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378208,triamcinolone hexacetonide,羟抑炎醇缩酮己酸酯；氟羟去氢皮质醇缩丙酮己酸酯,Adrenal Corticosteroids: Glucocorticoids,114.5.27,2026-05-11
21378209,ulobetasol,卤表甲抑炎醇；氯代羟二氟表甲去氢皮质醇,Adrenal Corticosteroids：Methasone-type (16-methylated),114.5.27,2026-05-11
21378210,ulobetasol propionate,卤表甲抑炎醇丙酸酯；氯代羟二氟表甲去氢皮质醇丙酸酯,Adrenal Corticosteroids：Methasone-type (16-methylated),114.5.27,2026-05-11
21378211,urokinase,尿激溶栓酶,Antithrombotic agents：Enzyme,114.5.27,2026-05-11
21378212,warfarin,苄丙酮香豆醇,Antithrombotic agents：Vitamin K antagonists,114.5.27,2026-05-11
21378213,Acarbose,卡甲酶糖；胺烯去氧四葡糖,Drugs used in dysglycemia: α-Glucosidase inhibitors,114.6.30,2026-05-11
21378214,alclometasone,甲异氯抑炎醇；氯甲去氢皮质醇,Adrenal Corticosteroids：Methasone-type (16-methylated),114.6.30,2026-05-11
21378215,alclometasone dipropionate,甲异氯抑炎醇二丙酸酯；氯甲去氢皮质醇二丙酸酯,Adrenal Corticosteroids：Methasone-type (16-methylated),114.6.30,2026-05-11
21378216,Alendronate,胺羟丁双膦酸盐,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378217,Alendronic acid,胺羟丁双膦酸,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378218,Alogliptin,揠落葡汀,Drugs used in dysglycemia: Dipeptidyl peptidase IV (DPP-4) inhibitors,114.6.30,2026-05-11
21378219,alteplase (rt-PA),重组激溶栓酶；r激溶栓酶,Antithrombotic agents：Enzyme,114.6.30,2026-05-11
21378220,Atosiban,安妥抑催产肽,Uterine stimulants,114.6.30,2026-05-11
21378221,Calcitonin-Salmon,鲑源抑钙肽,Calcium regulating agents: Others,114.6.30,2026-05-11
21378222,Canagliflozin,卡纳葡流净；氟噻吩葡流净,Drugs used in dysglycemia: Sodium-glucose cotransporter 2 (SGLT2) inhibitors,114.6.30,2026-05-11
21378223,Carbimazole,甲酯硫咪唑,Agents used to treat thyroid disorders: Antithyroid agents,114.6.30,2026-05-11
21378224,Cholecalciferol,胆钙化醇,Calcium regulating agents: Others,114.6.30,2026-05-11
21378225,"choriogonadotropin alfa (r-hcg, recombinant human chorionic gonadotropin)",重组绒毛膜促性腺素α；r绒毛膜促性腺素α,Agents Related to Pituitary and Hypothalamic Function: Anterior Pituitary Hormones,114.6.30,2026-05-11
21378226,Cinacalcet,桂皮萘乙胺,Calcium regulating agents: Others,114.6.30,2026-05-11
21378227,Clodronate,二氯甲双膦酸盐,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378228,Clodronic acid,二氯甲双膦酸,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378229,Dapagliflozin,挞拔葡流净；乙氧氯葡流净,Drugs used in dysglycemia: Sodium-glucose cotransporter 2 (SGLT2) inhibitors,114.6.30,2026-05-11
21378230,Denosumab,抑蚀骨单抗,Calcium regulating agents: Others,114.6.30,2026-05-11
21378231,difluprednate,氟抑炎醇丁乙二酸酯；二氟去氢皮质醇丁乙二酸酯,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378232,Dulaglutide,融合双甘促糖肽,Drugs used in dysglycemia: GLP-1 analogues ,114.07.21,2026-05-11
21378233,Empagliflozin,净拔葡流净；呋氧氯葡流净,Drugs used in dysglycemia: Sodium-glucose cotransporter 2 (SGLT2) inhibitors,114.6.30,2026-05-11
21378234,fluclorolone acetonide,卤伸抗炎醇缩酮；氟氯代去氢伸皮质醇缩丙酮,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378235,flucloronide,卤伸抗炎醇缩酮；氟氯代去氢伸皮质醇缩丙酮,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378236,fludroxycortide,对氟皮质醇缩酮；对氟羟甲皮质醇缩丙酮,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378237,flunisolide,对抑炎醇缩酮；对氟羟去氢皮质醇缩丙酮,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378238,fluperolone acetate,伸抑炎醇乙酸酯；氟去氢伸皮质醇乙酸酯,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378239,flurandrenolide,对氟皮质醇缩酮；对氟羟甲皮质醇缩丙酮,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378240,flurandrenolone,对氟皮质醇缩酮；对氟羟甲皮质醇缩丙酮,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378241,"follitropin alfa (r-hfsh, recombinant follicle-stimulating hormone)",重组促滤泡素α；r促滤泡素α,Agents Related to Pituitary and Hypothalamic Function: Anterior Pituitary Hormones,114.6.30,2026-05-11
21378242,"follitropin beta (r-hfsh, recombinant follicle-stimulating hormone)",重组促滤泡素β；r促滤泡素β,Agents Related to Pituitary and Hypothalamic Function: Anterior Pituitary Hormones,114.6.30,2026-05-11
21378243,Glibenclamide,葡氯苯醯胺；氯苯甲醯磺醯脲,Drugs used in dysglycemia: Sulfonylureas,114.6.30,2026-05-11
21378244,Gliclazide,葡环戊啶；环戊啶磺醯脲,Drugs used in dysglycemia: Sulfonylureas,114.6.30,2026-05-11
21378245,Glimepiride,葡甲吡咯；吡咯酮磺醯脲,Drugs used in dysglycemia: Sulfonylureas,114.6.30,2026-05-11
21378246,Gliquidone,葡异喹酮；异喹酮磺醯脲,Drugs used in dysglycemia: Sulfonylureas,114.6.30,2026-05-11
21378247,Glucagon,升糖素；升糖肽,Drugs used in hypoglycemia,114.6.30,2026-05-11
21378248,Glyburide,葡氯苯醯胺；氯苯甲醯磺醯脲,Drugs used in dysglycemia: Sulfonylureas,114.6.30,2026-05-11
21378249,hydrocortisone buteprate,皮质醇丁丙二酸酯,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378250,hydrocortisone probutate,皮质醇丁丙二酸酯,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378251,Ibandronate,戊胺羟丙双膦酸盐,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378252,Ibandronic acid,戊胺羟丙双膦酸,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378253,Insulin Aspart,天冬胰岛素,Drugs used in dysglycemia: Insulins,114.6.30,2026-05-11
21378254,Insulin Detemir,去苏胰岛素,Drugs used in dysglycemia: Insulins,114.6.30,2026-05-11
21378255,Insulin Glargine,甘精胰岛素,Drugs used in dysglycemia: Insulins,114.6.30,2026-05-11
21378256,Insulin human,胰岛素,Drugs used in dysglycemia: Insulins,114.6.30,2026-05-11
21378257,Insulin Lispro,离脯胰岛素,Drugs used in dysglycemia: Insulins,114.6.30,2026-05-11
21378258,Insulin Regular,胰岛素,Drugs used in dysglycemia: Insulins,114.6.30,2026-05-11
21378259,Ipragliflozin,艾培葡流净；苯噻吩氟葡流净,Drugs used in dysglycemia: Sodium-glucose cotransporter 2 (SGLT2) inhibitors,114.6.30,2026-05-11
21378260,Isophane Insulin,鱼精胰岛素,Drugs used in dysglycemia: Insulins,114.6.30,2026-05-11
21378261,Ketotifen,酮噻吩；烯哌噻碳呯酮,Antiallergic Agents,114.6.30,2026-05-11
21378262,Levothyroxine (T4),四碘甲状腺素,Agents used to treat thyroid disorders: Thyroid hormones,114.6.30,2026-05-11
21378263,Linagliptin,l-挪葡汀,Drugs used in dysglycemia: Dipeptidyl peptidase IV (DPP-4) inhibitors,114.6.30,2026-05-11
21378264,Liraglutide,棕醯麸精促糖肽,Drugs used in dysglycemia: GLP-1 analogues,114.6.30,2026-05-11
21378265,Lorcaserin,氯苯甲氮呯,Drugs used in obesity,114.6.30,2026-05-11
21378266,L-Thyroxine (T4),四碘甲状腺素,Agents used to treat thyroid disorders: Thyroid hormones,114.6.30,2026-05-11
21378267,"lutropin alfa (r-hlh, recombinant human luteinizing hormone)",重组促黄体素α；r促黄体素α,Agents Related to Pituitary and Hypothalamic Function: Anterior Pituitary Hormones,114.6.30,2026-05-11
21378268,meprednisone,表甲抗炎酮；表甲去氢皮质酮,Adrenal Corticosteroids：Methasone-type (16-methylated),114.6.30,2026-05-11
21378269,Metformin,二甲缩二胍；联甲脒二甲胺,Drugs used in dysglycemia: Biguanides,114.6.30,2026-05-11
21378270,Mifepristone (RU-486),丙炔抑孕酮；胺苯炔雌醇酮,Uterine stimulants,114.6.30,2026-05-11
21378271,Miglitol,羟乙哌啶糖,Drugs used in dysglyce-mia: α-Glucosidase in-hibitors,114.6.30,2026-05-11
21378272,Mitiglinide,泌提葡匿；异吲苄琥珀醯胺酸,Drugs used in dysglycemia: Meglitinides,114.6.30,2026-05-11
21378273,Montelukast,敏退拮白烯；硫喹茋拮白烯,Antiallergic Agents,114.6.30,2026-05-11
21378274,Nateglinide,挪糖葡匿；薄荷醯苯丙胺酸,Drugs used in dysglycemia: Meglitinides,114.6.30,2026-05-11
21378275,Neutral Protamine Hagedorn (NPH) insulin,鱼精胰岛素,Drugs used in dysglycemia: Insulins,114.6.30,2026-05-11
21378276,Pamidronate,胺羟丙双膦酸盐,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378277,Pamidronic acid,胺羟丙双膦酸,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378278,paramethasone,甲对抑炎醇；对氟甲去氢皮质醇,Adrenal Corticosteroids：Methasone-type (16-methylated),114.6.30,2026-05-11
21378279,paramethasone acetate,甲对抑炎醇乙酸酯；对氟甲去氢皮质醇乙酸酯,Adrenal Corticosteroids：Methasone-type (16-methylated),114.6.30,2026-05-11
21378280,Pioglitazone,吡葡噻唑酮,Drugs used in dysglycemia: Thiazolidinediones,114.6.30,2026-05-11
21378281,Potassium iodide,碘化钾,Agents used to treat thyroid disorders: Antithyroid agents,114.6.30,2026-05-11
21378282,prednylidene,甲烯抗炎醇；甲烯去氢皮质醇,Adrenal Corticosteroids：Methasone-type (16-methylated),114.6.30,2026-05-11
21378283,Propylthiouracil (PTU),丙硫脲嘧啶,Agents used to treat thyroid disorders: Antithyroid agents,114.6.30,2026-05-11
21378284,protirelin,促甲状腺素释激素,Agents Related to Pituitary and Hypothalamic Function: Hypothalamic Hormones,114.6.30,2026-05-11
21378285,Repaglinide,瑞帕葡匿；哌苯戊柳乙醯胺,Drugs used in dysglycemia: Meglitinides,114.6.30,2026-05-11
21378286,rimexolone,甲碳抗炎固醇；碳代羟甲去氢皮质醇,Adrenal Corticosteroids：Methasone-type (16-methylated),114.6.30,2026-05-11
21378287,Risedronate,吡羟乙双膦酸盐,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378288,Risedronic acid,吡羟乙双膦酸,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378289,Ritodrine,瑞妥麻黄碱；羟苯乙原麻黄碱,Uterine relaxants,114.6.30,2026-05-11
21378290,Romosozumab,硬骨肽单抗,Calcium regulating agents: Others,114.6.30,2026-05-11
21378291,Rosiglitazone,吡胺葡噻唑酮,Drugs used in dysglycemia: Thiazolidinediones,114.6.30,2026-05-11
21378292,Salcatonin,鲑源抑钙肽,Calcium regulating agents: Others,114.6.30,2026-05-11
21378293,Saxagliptin,金刚环丙葡汀,Drugs used in dysglycemia: Dipeptidyl peptidase IV (DPP-4) inhibitors,114.6.30,2026-05-11
21378294,Sitagliptin,六氟葡汀,Drugs used in dysglycemia: Dipeptidyl peptidase IV (DPP-4) inhibitors,114.6.30,2026-05-11
21378295,somatropin,重组生长素；r生长素,Agents Related to Pituitary and Hypothalamic Function: Anterior Pituitary Hormones,114.6.30,2026-05-11
21378296,Synthetic Salmon Calcitonin,鲑源抑钙肽,Calcium regulating agents: Others,114.6.30,2026-05-11
21378297,Teriparatide,重组副甲肽；r副甲肽,Calcium regulating agents: Others,114.6.30,2026-05-11
21378298,"thyrotropin alfa (thyroid stimulating hormone, tsh)",重组促甲状腺素α；r促甲状腺素α,Agents Related to Pituitary and Hypothalamic Function: Anterior Pituitary Hormones,114.6.30,2026-05-11
21378299,Thyroxine,甲状腺素,Agents used to treat thyroid disorders: Thyroid hormones,114.6.30,2026-05-11
21378300,triamcinolone,羟抑炎醇；氟羟去氢皮质醇,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378301,triamcinolone diacetate,羟抑炎醇二乙酸酯；氟羟去氢皮质醇二乙酸酯,Adrenal Corticosteroids: Glucocorticoids,114.6.30,2026-05-11
21378302,Triiodothyronine (T3),三碘甲状腺素,Agents used to treat thyroid disorders: Thyroid hormones,114.6.30,2026-05-11
21378303,Ulipristal acetate,乙醯抑孕酮乙酸酯；胺苯雌醇酮乙醯乙酸酯,Uterine stimulants,114.6.30,2026-05-11
21378304,vamorolone,甲抗炎烯烃；甲去氢皮质烯烃,Adrenal Corticosteroids：Others,114.6.30,2026-05-11
21378305,Voglibose,碳葡糖丙二醇胺,Drugs used in dysglycemia: α-Glucosidase inhibitors,114.6.30,2026-05-11
21378306,Zafirlukast,扰伏拮白烯；磺胺吲拮白烯,Antiallergic Agents,114.6.30,2026-05-11
21378307,Zoledronate,咪羟乙双膦酸盐,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378308,Zoledronic acid,咪羟乙联膦酸,Calcium regulating agents: Bisphosphonates,114.6.30,2026-05-11
21378309,benzhexol,环己啶苄醇；环己羟苄哌啶,Anti-Parkinson drugs: Anticholinergic drugs,114.8.14,2026-05-11
21378310,carbidopa,胺甲多巴；甲儿茶肼酸；酚酪甲肼酸,Anti-Parkinson drugs: Dopaminergic agents,114.8.14,2026-05-11
21378311,trihexyphenidyl,环己羟苄哌啶；环己啶苄醇,Anti-Parkinson drugs: Anticholinergic drugs,114.8.14,2026-05-11
21378312,atropine,颠茄碱；阿托品,Reversal agents,114.8.20,2026-05-11
21378313,flumazenil,氟二氮呯咪酯,Reversal agents,114.8.20,2026-05-11
21378314,glycopyrrolate,甘醇酸咯锭酯溴盐,Reversal agents,114.8.20,2026-05-11
21378315,glycopyrronium bromide,甘醇酸咯锭酯溴盐,Reversal agents,114.8.20,2026-05-11
21378316,ipratropium,异丙颠茄铵,Respiratory tract drugs: Bronchodialators [Anticholinergic Agents],114.8.20,2026-05-11
21378317,sugammadex,羧乙硫环糊精钠盐,Reversal agents,114.8.20,2026-05-11
21378318,xylocaine,二甲苯卡因；利多卡因,Analgesics & Anesthetics: Local anesthetics [Antiarrhythmics agents：Class Ib antiarrhythmics],114.8.20,2026-05-11
21388559,Tubocurarine,管箭毒素,Muscle relaxants: Peripherally acting agents,114.07.16,2026-05-11
