ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2910206,temporary accommodation,暂时融资,,临时融通,国际企业组,2017-03-23
2910207,temporary admission,暂时输入许可,,临时批准免税进口,国际企业组,2017-03-23
2910208,temporary deficit,暂时逆差；暂时亏空,,①暂时逆差 ②暂时亏空,国际企业组,2017-03-23
2910209,temporary export,暂时出口,,临时出口,国际企业组,2017-03-23
2910210,temporary import,暂时进口,,临时进口,国际企业组,2017-03-23
2910211,temporary investment,短期投资,,短期投资,国际企业组,2017-03-23
2910212,temporary loan,暂时贷款,,临时贷款,国际企业组,2017-03-23
2910213,tenancy agreement,租赁合约,,租赁协议,国际企业组,2017-03-23
2910214,tender bill,标售券,,投标债券,国际企业组,2017-03-23
2910215,tender bond,投标保证,,投标保证金,国际企业组,2017-03-23
2910216,tender document,标单,,交单,国际企业组,2017-03-23
2910217,tender offer,投标报价,,投标出价,国际企业组,2017-03-23
2910218,tender price,投标价格,,投标价格,国际企业组,2017-03-23
2910219,term bill,定期汇票；期票,,定期票据,国际企业组,2017-03-23
2910220,term bond,定期债券；一次到期债券,,定期债券,国际企业组,2017-03-23
2910222,term credit,定期信用状,,定期信贷,国际企业组,2017-03-23
2910223,term draft,远期汇票,,远期汇票,国际企业组,2017-03-23
2910224,term federal fund,定期联邦资金,,定期联邦资金,国际企业组,2017-03-23
2910225,term lease,定期租赁,,定期租赁,国际企业组,2017-03-23
2910226,term loan,定期贷款,,定期贷款,国际企业组,2017-03-23
2910227,term mortgage,定期抵押,,定期抵押,国际企业组,2017-03-23
2910228,term of acceptance,承兑期,,承兑期,国际企业组,2017-03-23
2910229,term of bill,票据期限,,票据期限,国际企业组,2017-03-23
2910230,term of contact,合约期限,,合同期限,国际企业组,2017-03-23
2910231,term of credit,信用期限,,信用期限,国际企业组,2017-03-23
2910232,term of deferment,递延期限；延期期限,,递延期限；延期期限,国际企业组,2017-03-23
2910233,term of payment,支付期限,,支付期限,国际企业组,2017-03-23
2910234,term structure of interest rate,利率的期限结构,,利率的期限结构,国际企业组,2017-03-23
2910235,terms control,支付条件管制,,支付条件管制,国际企业组,2017-03-23
2910236,terms of price,价格条件,,价格条件,国际企业组,2017-03-23
2910237,terms of trade,贸易条件,,贸易条件,国际企业组,2017-03-23
2910238,terms of trade index,贸易条件指数,,贸易条件指数,国际企业组,2017-03-23
2910239,the eclectic theory of international production,国际生产折衷论,,国际生产折衷论,国际企业组,2017-03-23
2910240,the location theory of foreign direct investment,对外及外人直接投资区位理论,,区位选择说,国际企业组,2017-03-23
2910241,the London Futures and Options Exchange {=London Fox},伦敦期货及选择权交易所,,伦敦期货及期权交易市场,国际企业组,2017-03-23
2910242,theory of balance of payment adjustment,国际收支调整理论,,国际收支调整理论,国际企业组,2017-03-23
2910243,theory of comparative advantage,比较利益理论,,比较优势论,国际企业组,2017-03-23
2910244,theory of comparative advantage of international investment,国际投资比较利益理论,,小岛模式,国际企业组,2017-03-23
2910245,theory of comparative cost,比较成本理论,,比较成本理论,国际企业组,2017-03-23
2910246,theory of financial deepening,金融深化理论,,金融深化理论,国际企业组,2017-03-23
2910247,theory of foreign exchange,外汇理论,,外汇理论,国际企业组,2017-03-23
2910248,theory of interest rate parity,利率平价理论,,利率平价说,国际企业组,2017-03-23
2910249,theory of international finance,国际金融理论,,国际金融理论,国际企业组,2017-03-23
2910250,theory of international indebtedness,国际借贷理论,,国际借贷说,国际企业组,2017-03-23
2910251,theory of international trade,国际贸易理论,,国际贸易理论,国际企业组,2017-03-23
2910252,theory of portfolio selection,资产组合选择理论,,证券投资选择理论,国际企业组,2017-03-23
2910253,theory of purchasing power parity,购买力平价理论,,购买力平价理论,国际企业组,2017-03-23
2910254,theory of relative superiority of international investment,国际投资的相对优势理论,,国际投资的相对优势说,国际企业组,2017-03-23
2910255,third country trade,第三国间贸易,,第三国贸易,国际企业组,2017-03-23
2910256,third party bill of lading {= third party B/L},第三方提单,,第三方提单,国际企业组,2017-03-23
2910257,third party check,第三当事人支票,,第三方支票,国际企业组,2017-03-23
2910258,third party clause,第三者条款,,第三者条款,国际企业组,2017-03-23
2910259,third party credit,第三者信用状,,第三方信用证,国际企业组,2017-03-23
2910260,three cornered trade,三角贸易,,三角贸易,国际企业组,2017-03-23
2910261,three point arbitrage,三点套汇,,三角套汇,国际企业组,2017-03-23
2910262,tied loan,限制性贷款,,限制性贷款,国际企业组,2017-03-23
2910263,tight money policy,紧缩信用政策,,紧缩信用政策,国际企业组,2017-03-23
2910264,tight position,头寸短缺,,头寸短缺,国际企业组,2017-03-23
2910265,time arbitrage,时间套利,,远期套利,国际企业组,2017-03-23
2910266,time bill,定期汇票,,定期票据,国际企业组,2017-03-23
2910267,time credit,远期信用状,,远期信贷,国际企业组,2017-03-23
2910268,time draft,定期汇票,,定期汇票,国际企业组,2017-03-23
2910269,time letter of credit,远期信用状,,远期信用证,国际企业组,2017-03-23
2910270,time loan,定期贷款,,定期贷款,国际企业组,2017-03-23
2910271,time policy,定期保险单,,定期保险单,国际企业组,2017-03-23
2910272,time secured loan,定期担保贷款,,定期担保贷款,国际企业组,2017-03-23
2910273,Tokyo Round,东京回合谈判,,东京回合,国际企业组,2017-03-23
2910274,Tokyo Stock Exchange,东京证券交易所,,东京证券交易所,国际企业组,2017-03-23
2910275,Torquay Round,托基回合谈判,,托基回合,国际企业组,2017-03-23
2910276,total gain from trade,贸易总收益,,贸易总收益,国际企业组,2017-03-23
2910277,total loss only {=TLO},全损险,,nan,国际企业组,2017-03-23
2910278,total trade,贸易总额,,贸易总额,国际企业组,2017-03-23
2910279,total volume of trade,贸易总额,,贸易总额,国际企业组,2017-03-23
2910280,trace usage,贸易惯例,,贸易惯例,国际企业组,2017-03-23
2910281,tradable and non-tradable commodity,可贸易商品和不可贸易商品,,可贸易商品和不可贸易商品,国际企业组,2017-03-23
2910282,tradable instrument,可交易票据,,可交易票据,国际企业组,2017-03-23
2910283,tradable security,可交易证券,,可交易证券,国际企业组,2017-03-23
2910284,trade acceptance bill,商业承兑汇票,,商业承兑汇票,国际企业组,2017-03-23
2910285,trade acceptance credit,商业承兑信用状,,商业承兑信用证,国际企业组,2017-03-23
2910286,trade account payable,应付贸易帐款,,应付贸易账款,国际企业组,2017-03-23
2910287,trade account receivable,应收贸易帐款,,应收贸易账款,国际企业组,2017-03-23
2910288,trade agreement,贸易协定,,贸易协定,国际企业组,2017-03-23
2910289,trade balance,贸易余额,,贸易平衡,国际企业组,2017-03-23
2910290,trade barrier,贸易障碍,,贸易壁垒,国际企业组,2017-03-23
2910291,trade bill,商业票据,,商业票据,国际企业组,2017-03-23
2910292,trade bloc,贸易集团,,贸易同盟,国际企业组,2017-03-23
2910293,trade channel,经销管道,,贸易渠道,国际企业组,2017-03-23
2910294,trade clause,经销条款,,贸易条款,国际企业组,2017-03-23
2910295,trade conflict,贸易摩擦,,贸易摩擦,国际企业组,2017-03-23
2910296,trade contract,贸易契约,,贸易合同,国际企业组,2017-03-23
2910297,trade control,贸易管制,,贸易管制,国际企业组,2017-03-23
2910298,trade creation effect,贸易创造效果,,贸易开拓效果,国际企业组,2017-03-23
2910300,trade custom,商业惯例,,贸易惯例,国际企业组,2017-03-23
2910302,trade discount,经销折扣,,贸易折扣,国际企业组,2017-03-23
2910303,trade discrimination,贸易歧视,,贸易歧视,国际企业组,2017-03-23
2910304,trade dispute,贸易纠纷,,贸易纠纷,国际企业组,2017-03-23
2910305,trade diversion effect,贸易转移效果,,贸易转移效果,国际企业组,2017-03-23
2910306,trade diverting tariff,转移贸易关税,,转移贸易关税,国际企业组,2017-03-23
2910307,trade expansion effect,贸易扩展效果,,贸易扩展效果,国际企业组,2017-03-23
2910308,trade gap,贸易差额,,贸易差额,国际企业组,2017-03-23
2910309,trade liberalization,贸易自由化,,贸易自由化,国际企业组,2017-03-23
2910310,trade mark,商标,,商标,国际企业组,2017-03-23
2910311,trade of equal value,等价贸易,,等价贸易,国际企业组,2017-03-23
2910312,trade policy,贸易政策,,贸易政策,国际企业组,2017-03-23
2910313,trade practice,贸易惯例；贸易实务,,贸易惯例,国际企业组,2017-03-23
2910314,trade preference,贸易优先权,,贸易优先权,国际企业组,2017-03-23
2910316,trade protocol,贸易议定书,,贸易协定书,国际企业组,2017-03-23
2910317,trade restriction,贸易限制,,贸易限制,国际企业组,2017-03-23
2910318,trade sanction,贸易制裁,,贸易制裁,国际企业组,2017-03-23
2910319,trade subsidy,贸易补贴,,贸易补贴,国际企业组,2017-03-23
2910320,trade surplus,贸易盈余,,贸易盈余,国际企业组,2017-03-23
2910321,trade terms,贸易条件,,贸易条件,国际企业组,2017-03-23
2910322,trade value index,贸易值指数,,贸易值指数,国际企业组,2017-03-23
2910323,trade wall,贸易壁垒,,贸易壁垒,国际企业组,2017-03-23
2910324,trademark infringement,商标侵权,,商标侵权,国际企业组,2017-03-23
2910325,trading currency,贸易通货,,贸易货币,国际企业组,2017-03-23
2910326,trading partner,贸易伙伴,,贸易伙伴,国际企业组,2017-03-23
2910328,transaction cost,交易成本,,交易费用,国际企业组,2017-03-23
2910329,transaction on credit,赊帐交易,,赊账交易,国际企业组,2017-03-23
2910330,transaction price,交易价格,,交易价格,国际企业组,2017-03-23
2910331,transfer by endorsement,背书转让,,背书转让,国际企业组,2017-03-23
2910332,transfer of stock,股票过户,,股票转让,国际企业组,2017-03-23
2910333,transfer of technology,技术移转,,技术转让,国际企业组,2017-03-23
2910334,transfer tax on stock,证券交易税,,证券交易税,国际企业组,2017-03-23
2910335,transfer transaction,移转交易,,转让交易,国际企业组,2017-03-23
2910336,transferable account,可转让帐户,,可转让账户,国际企业组,2017-03-23
2910337,transferable asset,可转让资产,,可转让资产,国际企业组,2017-03-23
2910338,transferable bond,可转让债券,,可转让债券,国际企业组,2017-03-23
2910339,transferable letter of credit {=transferable L/C},可转让信用状,,可转让信用证,国际企业组,2017-03-23
2910340,transferee of credit,信用受让人；信用状受让人,,信用受让人,国际企业组,2017-03-23
2910341,transit cargo,转口货物,,转口货物,国际企业组,2017-03-23
2910342,transit duty,转口税,,转口税,国际企业组,2017-03-23
2910343,transit entry,转运进口手续,,转口海关手续,国际企业组,2017-03-23
2910344,transit goods,转口货物,,转口货物,国际企业组,2017-03-23
2910345,transit improvement trade,转口加工贸易,,过境加工贸易,国际企业组,2017-03-23
2910346,transit letter of credit,转开信用状,,转口信用证,国际企业组,2017-03-23
2910347,transit toll,转口税,,过境税,国际企业组,2017-03-23
